date,date_raw,author,rating,title,text,product_slug,product_url,image_url
2026-06-27,27. Juni 2026,,4.5,Grosse Begeisterung!,"Mein 9-Jähriger ist sehr begeistert und konnte bereits einen Grossteil des Bausatzes selbständig zusammensetzen und die Mechanismen nachvollziehen. Nur einmal ist etwas abgebrochen, das wieder geleimt werden konnte. Ich würde es wieder kaufen.",ugears-holzbausatz-harry-potter-quidditch-pinball,https://www.jugglux.ch/experimente-und-magie/mechanische-holzbausaetze/ugears-mechanische-holzmodelle/ugears-holzbausatz-harry-potter-quidditch-pinball.html,https://www.jugglux.ch/media/image/b1/01/55/Ugears-Holzbausatz-Harry-Potter-Quidditch-Pinball-4820184121980_600x600.jpg
2026-06-24,24. Juni 2026,Heiko,5.0,tip top,,hybrid-ball-sil-x-75mm-weiss-150g,https://www.jugglux.ch/jonglieren-und-artistik/baelle-zum-jonglieren/jonglierbaelle-aus-kunststoff/hybrid-baelle/hybrid-ball-sil-x-75mm-weiss-150g.html,https://www.jugglux.ch/media/image/ac/b5/6c/hybrid-ball-sil-x-75mm-weiss-252166-46140_600x600.jpg
2026-06-21,21. Juni 2026,Janine,5.0,Witziges Versteck,"Kleines Gadget um einen Gutschein originell zu verstecken. Das Rätsel ist nicht so schwierig, wie die Beschreibung den Anschein machte!",trickkiste-iq-test-bambus-safe-2,https://www.jugglux.ch/spiele-und-geschenke/knobel-und-geduldspiele/geduldspiele-aus-holz/trickkiste-iq-test-bambus-safe-2.html,https://www.jugglux.ch/media/image/47/4e/7e/iq-test-bambus-safe-2-228092-43968_600x600.jpg
2026-06-21,21. Juni 2026,giuli,5.0,stressreduzierend,"Für mich als erwachsene Autistin ist der Tangle ideal, um während der Arbeit oder im öffentlichen Raum meinen Stresspegel zu reduzieren.",tangle-braintools-imagine,https://www.jugglux.ch/outdoor-und-freizeit/fidget-toys/tangle-fidget-toy/tangle-braintools-imagine.html,https://www.jugglux.ch/media/image/15/69/ea/Tangle-mit-weicher-Gummi-Oberfl-che-und-Noppen-723459134064_600x600.jpg
2026-06-19,19. Juni 2026,ShuGuang,5.0,Sauberkugel,Ich habe immer sehr viele Brösmeli und kleinen Dreck in meiner Tasche - diese Kugel funktioniert echt nicht schlecht und lässt sich auch prima putzen.,sauberkugel-petrol,https://www.jugglux.ch/kurioses-und-kultiges/kleinigkeiten-und-verspieltes/gag-baelle-und-spezial-baelle/sauberkugel-petrol.html,https://www.jugglux.ch/media/image/77/27/37/sauberkugel-petrol-244401-45825_600x600.jpg
2026-06-17,17. Juni 2026,Simon,5.0,Tiptop!,Schneller Versand und sehr gute Qualität – Bin sehr zufrieden!,contact-poi-pro-rot,https://www.jugglux.ch/jonglieren-und-artistik/poi-leuchtpoi-levistick-und-zubehoer/contact-poi-und-flags/contact-poi-pro-rot.html,https://www.jugglux.ch/media/image/32/d5/b2/Contact-Poi-Pro-rot_600x600.jpg
2026-06-16,16. Juni 2026,Josephine,5.0,"Guter Squishy aber schlecht verpackt, darum schnell kaputt.","Der Squishy ist der Hammer! Meine Schüler und Schülerinnen lieben ihn.
Nur leider wird er mit einem Schild geliefert, das durch den oberen Teil der Erdbeere getackert ist. Dadurch entstehen Löcher und der erste ist nach 2h kaputt gewesen und ein zweiter verliert auch schon Füllung.
Schade...",squeezy-erdbeere,https://www.jugglux.ch/kurioses-und-kultiges/kleinigkeiten-und-verspieltes/gag-baelle-und-spezial-baelle/squeezy-erdbeere.html,https://www.jugglux.ch/media/image/fd/c9/a1/squeezy-erdbeere-292673-48261_600x600.jpg
2026-06-16,16. Juni 2026,-,5.0,sehr toll,,trumpf-quartett-staedte-metropolen-der-welt,https://www.jugglux.ch/spiele-und-geschenke/kartenspiele/quartett/trumpf-quartett-staedte-metropolen-der-welt.html,https://www.jugglux.ch/media/image/a9/13/51/Trumpf-Quartett-St-dte-Metropolen-der-Welt-0714118691660_600x600.jpg
2026-06-16,16. Juni 2026,-,5.0,sehr toll,,trumpf-quartett-ferne-laender,https://www.jugglux.ch/spiele-und-geschenke/kartenspiele/quartett/trumpf-quartett-ferne-laender.html,https://www.jugglux.ch/media/image/7f/97/fc/Ferne-L-nder-Quartett-0746760270818_600x600.jpg
2026-06-15,15. Juni 2026,Heinz,5.0,"Abwechslungsreiches, nicht kompliziertes Spiel",Sehr wertige Ausführung,chromino-refresh,https://www.jugglux.ch/spiele-und-geschenke/brettspiele/familienspiele/chromino-refresh.html,https://www.jugglux.ch/media/image/a8/72/7b/3558380108092_600x600.jpg
2026-06-13,13. Juni 2026,Andrea,5.0,Sehr flexibel und schnell aufgebaut,"Egal ob Wohnzimmer, Garten oder Balkon- wir haben ihn schon überall hingestellt. Nimmt nicht viel Platz weg, ist stabil und schnell zusammen und auseinandergesetzt bzw. teilweise gesteckt.",fiji-gestell-fuer-haengesessel,https://www.jugglux.ch/outdoor-und-freizeit/haengematten/gestelle-und-befestigungen/fiji-gestell-fuer-haengesessel.html,https://www.jugglux.ch/media/image/26/f0/c3/Stahl-Gestell-f-r-H-ngesessel-Fiji-4025122956871_600x600.jpg
2026-06-13,13. Juni 2026,Andrea,5.0,Super Kauf!,Wir lieben den Hängesessel und der Sohn möchte kein anderen mehr. Super zum Entspannen!,haengesessel-cumbia-organic-agave-comfort-size,https://www.jugglux.ch/outdoor-und-freizeit/haengematten/haengestuehle/haengesessel-cumbia-organic-agave-comfort-size.html,https://www.jugglux.ch/media/image/cd/91/bb/H-ngesessel-Cumbia-Organic-Agave-Comfort-Size-4025122954181_600x600.jpg
2026-06-12,12. Juni 2026,Dani,5.0,Kräftiges UV-Licht,"Sehr helle LED's, robustes Gehäuse und Batteriebetrieb. Preis Leistung stimmt, immer einsatzbereit",uv-schwarzlicht-led-taschenlampe-blacklight,https://www.jugglux.ch/experimente-und-magie/physikspiele-und-co/uv-lampen/uv-schwarzlicht-led-taschenlampe-blacklight.html,https://www.jugglux.ch/media/image/29/87/98/uv-schwarzlicht-led-taschenlampe-blacklight-233330-45381_600x600.jpg
2026-06-11,11. Juni 2026,Roland,5.0,Hat alles super geklappt. Sehr schnelle Lieferung und TOP-Qualität,Gerne wieder,devilstick-grip-der-haftende-orange,https://www.jugglux.ch/jonglieren-und-artistik/flowersticks-devilsticks-buugeng/devilsticks-grip/devilstick-grip-der-haftende-orange.html,https://www.jugglux.ch/media/image/5f/31/d1/devilstick-grip-der-haftende-orange-233404-20214_600x600.jpg
2026-06-11,11. Juni 2026,Christian Helbling,5.0,Super Falträtsel,Gute Rätsel in verschiedenen Schwierigkeitsstufen für die ganze Familie :),foldology-das-origami-raetselspiel,https://www.jugglux.ch/spiele-und-geschenke/brettspiele/lernspiele-und-quiz-spiele/foldology-das-origami-raetselspiel.html,https://www.jugglux.ch/media/image/cb/99/70/Foldology-Das-Origami-R-tselspiel-4007742184919_600x600.jpg
2026-06-10,10. Juni 2026,Beatrix,5.0,Lieferung folgte super schnell. Mega.... Vielen Dank.,,wuerfel-mit-zahlen-1-3-groesse-16mm,https://www.jugglux.ch/spiele-und-geschenke/wuerfel-fuer-spiele/wuerfel-mit-6-flaechen/wuerfel-mit-zahlen-1-3-groesse-16mm.html,https://www.jugglux.ch/media/image/b4/3f/ab/wurfel-mit-zahlen-1-3-grosse-16mm-225481-41964_600x600.jpg
2026-06-06,6. Juni 2026,Angela,5.0,Super schnelle Lieferung und einfache Bestellung und Zahlung. Top!,"Ich war so froh, hatte es noch zwei Plapparagei-Spiele an Lager. Im normalen Handel im Moment nicht mehr erhältlich.",plapparagei-das-lustige-wortspiel,https://www.jugglux.ch/spiele-und-geschenke/kartenspiele/kartenspiele-fuer-kinder/plapparagei-das-lustige-wortspiel.html,https://www.jugglux.ch/media/image/f8/2f/42/plapparagei-das-lustige-wortspiel-246403-45782_600x600.jpg
2026-06-04,4. Juni 2026,,5.0,Meine Kids sind begeistert,,seifenblasen-fluessigkeit-5-liter-fuer-grosse-seifenblasen,https://www.jugglux.ch/kurioses-und-kultiges/seifenblasen-pustefix-und-zauberseife/zauberseife-riesen-seifenblasen/seifenblasen-fluessigkeit-5-liter-fuer-grosse-seifenblasen.html,https://www.jugglux.ch/media/image/67/c7/ea/seifenblasen-flussigkeit-5-liter-fur-grosse-seifenblasen-43113_600x600.jpg
2026-06-01,1. Juni 2026,,4.5,Bewertung,Lustiges Geschenk,holz-bausatz-timberkits-bass-spieler,https://www.jugglux.ch/experimente-und-magie/mechanische-holzbausaetze/timberkits-holz-bausaetze/holz-bausatz-timberkits-bass-spieler.html,https://www.jugglux.ch/media/image/37/dd/a2/holz-bausatz-timberkits-bass-spieler-231109-39004_600x600.jpg
2026-06-01,1. Juni 2026,Niggi,5.0,Die Steine sind sehr gut.,Trotz irrtümlich gewählter Abholung per Post versendet. Super vielen Dank.,original-carambole-steine-standard-aus-kunststoff,https://www.jugglux.ch/spiele-und-geschenke/gesellschaftsspiele/carambole-brett-und-zubehoer/original-carambole-steine-standard-aus-kunststoff.html,https://www.jugglux.ch/media/image/44/c0/36/original-carambole-steine-standard-aus-kunststoff-222767-37453_600x600.jpg
2026-05-29,29. Mai 2026,Doris,5.0,Top Qualität,"Top Qualität, schnelle Lieferung und per Rechnung zahlbar, rundum zufrieden",qu-ax-einradsattel-standard-schwarz,https://www.jugglux.ch/outdoor-und-freizeit/einrad-und-zubehoer/einrad-sattel/qu-ax-einradsattel-standard-schwarz.html,https://www.jugglux.ch/media/image/d8/ca/5e/qu-ax-einradsattel-standard-schwarz-238333-43144_600x600.jpg
2026-05-28,28. Mai 2026,Niggi,5.0,Hochwertiges sehr schönes Windspiel,"Ist den Preis wert, leuchtet sehr schön in der Sonne, schnelle Lieferung",metall-windspiel-blatt-copper-leaf-duett,https://www.jugglux.ch/outdoor-und-freizeit/windspiele/windspiele-aus-metall/metall-windspiel-blatt-copper-leaf-duett.html,https://www.jugglux.ch/media/image/d8/07/e4/metall-windspiel-blatt-copper-leaf-duett-302308-48732_600x600.jpg
2026-05-25,25. Mai 2026,Löffel,5.0,"Sehr schnelle Lieverung, sorgfältig verpackt!",,vorlage-mit-mustern-zum-wuerfelmosaik-36er,https://www.jugglux.ch/spiele-und-geschenke/knobel-und-geduldspiele/3d-wuerfelmosaik/vorlage-mit-mustern-zum-wuerfelmosaik-36er.html,https://www.jugglux.ch/media/image/8e/g0/51/vorlage-mit-mustern-zum-wurfelnmosaik-36er-225926-42263_600x600.jpg
2026-05-21,21. Mai 2026,Roos,4.0,"Die Stangen waren leicht gebogen, sonst ist alles tip top",,carbonstab-massiv-3mm-100cm,https://www.jugglux.ch/outdoor-und-freizeit/drachen-und-zubehoer/zubehoer-fuer-drachen/cfk-rohre/carbonstab-massiv-3mm-100cm.html,https://www.jugglux.ch/media/image/82/f3/9c/carbonstab-massiv-3mm-100cm-235803-30297_600x600.jpg
2026-05-21,21. Mai 2026,Fredy,4.0,Cast Puzzle P&P,Das Puzzle hat Level 2 beschäftigt mich nun schon mehr als eine halbe Stunde bin also zufrieden schön anzusehen und gute Qualität wie gewohnt,cast-level-2-p-und-p,https://www.jugglux.ch/spiele-und-geschenke/knobel-und-geduldspiele/cast-knobelspiele-metall/cast-level-2-p-und-p.html,https://www.jugglux.ch/media/image/1d/da/19/Cast-Level-2-P-und-P-5407005150207_600x600.jpg
2026-05-18,18. Mai 2026,Fliegende Untertasse,5.0,Houston we have a Problem,"Es sind keine Ausserirdischen im Anflug mit der Untertasse.
Es ist der leuchtende Super Glow Frisbee, für endlosen Spass, auch wenn die Sonne schon lange untergegangen ist! Must have für die Sammlung von Daredevil der 140gr Serie. :)",frisbee-140g-super-glow,https://www.jugglux.ch/outdoor-und-freizeit/frisbee-und-bumerang/profi-frisbees-bis-145g/frisbee-140g-super-glow.html,https://www.jugglux.ch/media/image/08/a3/b6/frisbee-140g-super-glow-237766-41889_600x600.jpg
2026-05-18,18. Mai 2026,Pink Stern,5.0,Ultimativ Pink,"Der Bunte Unterteller in Pink leuchtet kräftig.
Die Daredevll Discs sind meine Lieblings Frisbees!",ultimate-frisbee-pink-star,https://www.jugglux.ch/outdoor-und-freizeit/frisbee-und-bumerang/ultimate-frisbees-175g/ultimate-frisbee-pink-star.html,https://www.jugglux.ch/media/image/7d/c7/45/ultimate-frisbee-pink-star-237765-41888_600x600.jpg
2026-05-18,18. Mai 2026,Orange Juice,5.0,Fliegende Orange,"Handliche, knallig oranger Frisbee mit guten Flugeigenschaften. Macht Spass im klein Format 140g",frisbee-ultimate-140g-citrus-orange,https://www.jugglux.ch/outdoor-und-freizeit/frisbee-und-bumerang/profi-frisbees-bis-145g/frisbee-ultimate-140g-citrus-orange.html,https://www.jugglux.ch/media/image/cb/80/84/frisbee-ultimate-140g-citrus-orange-237832-36040_600x600.jpg
2026-05-18,18. Mai 2026,Himmelblau,5.0,"Ein handlicher kleiner Frisbee, mit guten Flugeigenschaften...",auch für Kinder spielbar,frisbee-ultimate-140g-sky-light-blue,https://www.jugglux.ch/outdoor-und-freizeit/frisbee-und-bumerang/profi-frisbees-bis-145g/frisbee-ultimate-140g-sky-light-blue.html,https://www.jugglux.ch/media/image/52/8a/46/frisbee-ultimate-140g-sky-light-blue-236535-36039_600x600.jpg
2026-05-17,17. Mai 2026,Nico,5.0,Einfache Methode um aus zwei PodPoi ein langes zu machen. Einfach Griffe jeweils über die Enden ziehen.,,flowleash-plus-fuer-podpois-paar,https://www.jugglux.ch/jonglieren-und-artistik/poi-leuchtpoi-levistick-und-zubehoer/zubehoer-fuer-poi/flowleash-plus-fuer-podpois-paar.html,https://www.jugglux.ch/media/image/ca/b8/3d/poi-flow-leash-plus-pair-smithy-floop-handle-set_flowtoys_no-washer_600x600.jpg
2026-05-17,17. Mai 2026,Nico,5.0,Teuer aber super,,flowtoys-podpoi-v2-mit-knobs,https://www.jugglux.ch/jonglieren-und-artistik/poi-leuchtpoi-levistick-und-zubehoer/flowtoys-flowpois/flowtoys-podpoi-v2-mit-knobs.html,https://www.jugglux.ch/media/image/1b/48/87/flowtoys-podpoi-v2-mit-knobs-235155-41547_600x600.jpg
2026-05-15,15. Mai 2026,,5.0,Farbwechselball der Originale - Switch Pitsch,Super für den Chemieunterricht :),farbwechselball-der-originale-switch-pitch,https://www.jugglux.ch/kurioses-und-kultiges/kleinigkeiten-und-verspieltes/gag-baelle-und-spezial-baelle/farbwechselball-der-originale-switch-pitch.html,https://www.jugglux.ch/media/image/8b/07/d1/unbekannt-oGth_600x600.jpg
2026-05-14,14. Mai 2026,Barbara Müller,5.0,Stapel Tukane,"Lustige Spielfiguren. Zum Stapeln braucht es aber viel Geduld, da die Figuren recht rutschig sind. Sie können als Legematerial verwendet werden oder als Rollenspiel mit anderen Figuren.",toucan-tower-stapelspiel-mit-tukanen,https://www.jugglux.ch/spiele-und-geschenke/brettspiele/motorikspiele/toucan-tower-stapelspiel-mit-tukanen.html,https://www.jugglux.ch/media/image/79/86/ab/Toucan-Tower-Stapelspiel-mit-Tukanen_600x600.jpg
2026-05-13,13. Mai 2026,,5.0,Super rascher Service,Beeindruckend,bastelset-purzel-zwerge,https://www.jugglux.ch/kurioses-und-kultiges/kleinigkeiten-und-verspieltes/purzelzwerge/bastelset-purzel-zwerge.html,https://www.jugglux.ch/media/image/a6/f1/dd/bastelset-purzel-zwerge-216713-30166_600x600.jpg
2026-05-13,13. Mai 2026,Roger,5.0,Verlässlich,Brennt super gute Qualität.,pyro-star-fuer-fackeln-1-liter-raucharm,https://www.jugglux.ch/jonglieren-und-artistik/feuerartikel-und-zubehoer/anzuendfluessigkeit/pyro-star-fuer-fackeln-1-liter-raucharm.html,https://www.jugglux.ch/media/image/53/30/42/Pyro-Star-fuer-Fackeln-1-Liter-raucharm_600x600.jpg
2026-05-12,12. Mai 2026,Salome,5.0,Spektralbrille,Ein Blick durch die Brille und aus jedem normalen Kerzenlicht wird ein Feuerwerk! Einfach aber Genial!,spektralbrille-mit-regenbogeneffekt,https://www.jugglux.ch/experimente-und-magie/physikspiele-und-co/effektbrillen/spektralbrille-mit-regenbogeneffekt.html,https://www.jugglux.ch/media/image/20/9a/0e/Spektralbrille-mit-Regenbogeneffekt-4052103009295_600x600.jpg
2026-05-11,11. Mai 2026,Omar Ponzo,5.0,Bester Frisbee für den Einstieg,"Für mich mit Abstand der beste Frisbee um die ersten Erfahrungen mit diesem Spiel zu machen. Weiche Ränder, nicht zu schwer und nicht zu leicht, verzeiht vieles Dank der speziellen Aerodynamik.",aerobie-superdisc-24-5-cm,https://www.jugglux.ch/outdoor-und-freizeit/frisbee-und-bumerang/aerobie/aerobie-superdisc-24-5-cm.html,https://www.jugglux.ch/media/image/56/60/76/aerobie-superdisc-24-5-cm-235782-21841_600x600.jpg
2026-05-11,11. Mai 2026,Jacqueline,5.0,"Schräg, lustig und garantiert Gesprächsthema","Ein ungewöhnliches Quartett mit ""originellem"" Thema. Für alle die Humor haben und gerne etwas Aussergewöhnliches verschenken oder spielen.",scheisse-quartett,https://www.jugglux.ch/spiele-und-geschenke/kartenspiele/quartett/scheisse-quartett.html,https://www.jugglux.ch/media/image/86/77/g0/scheisse-quartett-223672-38936_600x600.jpg
2026-05-11,11. Mai 2026,Jacqueline,5.0,Macht süchtigt und sorgt (fast) immer für gute stimmung,"Für uns ein Klassiker, nie langweilig, die Regeln sind einfach, es wird viel gelacht und nebenbei kannst du noch Kopfrechnen trainieren. auch zu zweit spielbar.",tutto-the-family-game,https://www.jugglux.ch/spiele-und-geschenke/brettspiele/wuerfelspiele/tutto-the-family-game.html,https://www.jugglux.ch/media/image/72/35/2b/tutto-the-family-game-220293-30589_600x600.jpg
2026-05-11,11. Mai 2026,Jacqueline,5.0,Sehr empfehlenswert und ein unkompliziertes Spiel ! Lieferung extrem schnell :-),"Ein tolles Familienspiel, schnell aufgebaut, einfache Regeln und hoher Spassfaktor. Schnell aufgebaut und perfekt für lustige Momente mit Familie und Freunden.",moelkky-das-original-das-kultige-wikingerspiel,https://www.jugglux.ch/outdoor-und-freizeit/outdoor-und-gartenspiele/kubb-moelkky-und-cornhole/moelkky-das-original-das-kultige-wikingerspiel.html,https://www.jugglux.ch/media/image/71/34/dc/molkky-das-original-das-kultige-wikingerspiel-236019-31815_600x600.jpg
2026-05-11,11. Mai 2026,Susanne V.,5.0,Klare Empfehlung,"Windrad als Geburtstagsgeschenk gekauft, da ich delbst zwei, allerdings anderer Hersteller besitze. Beschenkte Person und ich sind begeistert von der Vielfalt des Windspueks. Ich werde dieses auch für mich bestellen.",magic-wheel-duett-windrad,https://www.jugglux.ch/outdoor-und-freizeit/windspiele/windspiele-windraeder/magic-wheel-duett-windrad.html,https://www.jugglux.ch/media/image/5c/e3/70/magic-wheel-duett-235930-30978_600x600.jpg
2026-05-10,10. Mai 2026,Elisabeth Schuler,5.0,Musikdose,Sehr schnelle und zuverlässige Bearbeitung und Lieferung.,musikdose-mit-zugschnur-what-a-wonderful-world,https://www.jugglux.ch/kurioses-und-kultiges/musikdosen-und-instrumente/diverse-musikdosen/musikdose-mit-zugschnur-what-a-wonderful-world.html,https://www.jugglux.ch/media/image/71/c2/c0/musikdose-mit-zugschnur-what-a-wonderful-world-217895-38649_600x600.jpg
